cluster_id,cougar_id,type,collar_serial,n_points,radius,duration_h,form_date,inv_date,personnel,habitat,habitat2,canopy,carcass_found,species,how_id,sex,how_sex,age,how_age,est_age,cached,n_prey,n_piles,condition,parts,bite_wounds,hemorrhaging,fed_on,per_rem,feeding_use,marrow,drag_trail,length,kill_site,evidence_kill_site,consistent_date,confidence_cougar_kill,other_sign,scavenged,scavenged_by,kill_2,species,cached,notes,cache_photo,carcass_photo,bite_photo,hem_photo,drag_photo,kill_photo,coug_sign_photo,scav_sign_photo
SF9_S23-C55,SF09,current,44746,2,11,3,7/31/2023,7/31/2023,MP,grass,drainage,open,Y,ground squirrel,body,UNK,,adult,size,,none,1,1,intact,carcass,Not vis,Not vis,Y,25-50,Front half eaten but tissue on hind quarters remains,no long bones,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SM6_S23-C29,SM06,current,45771,12,120,39,7/30/2023,8/1/2023,MP,riparian,,closed,Y,pig,head,M,genitals,fawn,M1 present,6-12mo,none,1,1,intact,carcass w/ removed stomach nearby,Y,back of head,Y,<25,Completely consumed. Stomach removed,pink soft,N,,N,,Y,positive,None,N,,N,,,,N,Y,N,N,N,N,N,N
SM6_W23-1013,SM06,current,45771,13,79,63,10/13/2023,11/2/2023,MP,riparian,,closed,Y,pig,hair,UNK,,UNK,,,previously,1,1,dispersed,"hide, hair, part of GI. All desicated",Not vis,Not vis,Y,<25,All consumed/missing,no long bones,N,,N,,Y,probable,Missing pieces,Likely,,N,,,Only found soft tissue. Unable to age,N,Y,N,N,N,N,N,N
SF9_W23-1013,SF09,current,44746,4,26,33,10/13/2023,11/2/2023,MP,deciduous,,open,Y,deer,antlers,M,antlers,adult,all molars well worn,5.5+,previously,1,2,intact,1. cached rumen and hair. 2. Carcass,Not vis,Not vis,Y,<25,Completely consumed,white waxy,N,,N,,Y,probable,ruptured rumen,Likely,birds,N,,,,Y,Y,N,N,N,N,N,N
SF9_W23-1016,SF09,current,44746,10,143,27,10/16/2023,11/2/2023,MP,chaparral,,medium,Y,deer,hooves and hair,F,no pedicles,adult,all molars well worn,5.5+,none,1,1,dismantled,Carcass,Not vis,Not vis,Y,<25,Completely consumed,pink hard,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SF9_W23-1021,SF09,current,44746,3,62,6,10/21/2023,11/3/2023,MP,riparian,deciduous,medium,Y,coyote,hair,UNK,,adult,teeth,,none,1,1,dispersed,"hair, jaw bone",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SF9_W23-1025,SF09,current,44746,9,138,24,10/25/2023,11/3/2023,MP,riparian,,medium,Y,deer,hooves,UNK,,fawn,tricuspid with all molars,18 mo,none,1,1,dispersed,"jaw, 2 legs, fur",Not vis,Not vis,Y,<25,Completely consumed,red soft,N,,N,,Y,probable,Missing pieces,Likely,,N,,,Collected scat,N,Y,N,N,N,N,N,N
SM6_W23-1029,SM06,current,45771,10,81,39,10/29/2023,11/3/2023,MP,chaparral,,closed,Y,pig,head,M,genitals,fawn,1 molar,6 mo,none,1,1,dismantled,"Carcass, removed stomach and GI",Not vis,throat,Y,<25,Completely consumed. Stomach and GI removed,no long bones,N,,N,,Y,positive,None,N,,N,,,,N,N,N,N,N,N,N,N
SF9_W23-C01,SF09,current,44746,6,32,15,11/2/2023,11/3/2023,MP,riparian,,medium,Y,deer,hooves,M,pedicles,neonate,1 molar,6 mo,none,1,2,intact,1. carcass 2. scat,Not vis,Not vis,Y,<25,Completely consumed. Rumen removed,pink hard,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SF9_W23-1028,SF09,current,44746,5,79,12,10/28/2023,11/5/2023,MP,chaparral,drainage,open,Y,deer,hooves,UNK,,neonate,size,6 mo,none,1,1,dispersed,"Rumen contents, hair, 3 legs",Not vis,Not vis,Y,<25,Completely consumed,pink hard,N,,N,,Y,probable,Scat,Y,coyote,N,,,,N,Y,N,N,N,N,N,N
SF9_W23-C02,SF09,current,44746,10,131,28,11/4/2023,11/6/2023,MP,riparian,,closed,Y,deer,hooves,F,no pedicles,fawn,tricuspid + 3 molars,18 mo,none,1,1,intact,Carcass with removed and ruptured rumen,Not vis,Not vis,Y,<25,Completely consumed,red soft,N,,N,,Y,probable,ruptured rumen,Likely,birds,N,,,,N,Y,N,N,N,N,N,N
SM6_W23-1021-2P,SM06,current,45771,2,24,21,10/20/2023,11/6/2023,MP,oak sav,,open,Y,elk,hooves,UNK,,neonate,tricuspid + 1 molar,6 mo,none,1,1,dispersed,"3 legs, pelvis, spine, scapula, jaw, all scattered",Not vis,Not vis,Y,<25,Completely consumed,pink hard,N,,N,,Y,probable,"Scat, scattered pieces",Y,coyote,N,,,,N,Y,N,N,N,N,N,N
SF9_W23-1023-2P,SF09,current,44746,2,8,15,10/23/2023,11/6/2023,MP,oak sav,drainage,open,Y,pig,hair,UNK,,neonate,"hair, cache size, duration",,currently,1,2,dispersed,1. old cache w/ stomach contents. 2. Hair,Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,"missing pieces, ruptured stomach",Likely,,N,,,"Most likely a small pig based on cluster duration, cache size, and hair. Unable to find any bones to age.",N,N,N,N,N,N,N,N
SM6_W23-1025,SM06,current,45771,9,73,24,10/25/2023,11/6/2023,MP,chaparral,,closed,Y,pig,hair,UNK,,neonate,bone size,,none,1,1,dispersed,"hair, bone fragments",Not vis,Not vis,Y,<25,Completley consumed,no long bones,N,,N,,Y,probable,None,N,,N,,,,N,N,N,N,N,N,N,N
SF9_W23-1019,SF09,current,44746,3,50,6,10/19/2023,11/7/2023,MP,deciduous,,closed,Y,deer,hooves,UNK,,neonate,size,6 mo,none,1,1,dispersed,"3 legs, fur, bone fragments",Not vis,Not vis,Y,<25,Completely consumed,pink hard,N,,N,,Y,probable,scat,Likely,bear,N,,,,N,N,N,N,N,N,N,N
SF9_W23-1030,SF09,current,44746,3,12,6,10/29/2023,11/7/2023,MP,chaparral,con/dec,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Found multiple bed sites and one pile of feathers that may or may not have been killed by the lion.,N,N,N,N,N,N,N,N
SF9_W23-C03,SF09,current,44746,9,125,27,11/7/2023,11/8/2023,MP,oak sav,grass,open,Y,deer,head,F,no pedicles,adult,dentine = enamel on M1,2.5,currently,1,2,intact,1. cached rumen 2. carcass,Not vis,Not vis,Y,<25,Completely consumed,pink hard,N,,N,,Y,positive,None,N,,N,,,SF9 was in immediate area on 11/8. Set camera viewing obvious cache site and left. Returend on 11/9 to do complete investigation and reposition camera.,N,Y,N,N,N,N,N,N
SM6_W23-C01,SM06,current,45771,5,75,25,11/4/2023,11/9/2023,MP,riparian,grass,open,Y,pig,head,UNK,,neonate,M1 just erupting,6 mo,none,1,1,dispersed,"head, 1 leg, pelvis, stomach",Y,Head,Y,<25,Completely consumed,no long bones,N,,N,,Y,positive,None,N,,N,,,,N,Y,Y,N,N,N,N,N
SM6_W23-C03,SM06,current,45771,14,127,78,11/9/2023,11/10/2023,MP,chaparral,grass,medium,Y,pig,head,M,genitals,yearling,M2 present,12-18 mo,currently,1,1,intact,Whole carcass,Not vis,Not vis,Y,>75,"Body cavity opened, only organs consumed",white waxy,Y,20,N,,Y,positive,None,N,,N,,,Set camera and left. Will return for full investigation,N,Y,N,N,N,N,N,N
SF9_W23-C04,SF09,current,44746,3,59,21,11/11/2023,11/11/2023,MP,grass,,open,Y,deer,head,F,no pedicles,adult,all molars,,none,1,1,intact,"carcass hair, removed rumen",Not vis,Not vis,Y,<25,"Body cavity opened, rumen removed but scavenged, hair plucked, completely consumed",red hard,N,,N,,Y,probable,scat,Y,coyote,N,,,Set camera,N,Y,N,N,N,N,N,N
SF9_W23-C05,SF09,current,44746,3,29,6,11/12/2023,11/13/2023,MP,grass,,open,Y,elk,head,F,no pedicles,adult,dentine = enamel on M1,2.5,previously,1,2,intact,1. whole carcass 2. old cache site,Not vis,throat (?),Y,<25,"Few ribs clipped, GI removed but ruptured/scavenged. Completely consumed. Some plucked hair",white waxy,Y,25,N,,Y,probable,"tracks, feathers, scat",Y,"birds, pigs",N,,,"Possible hem on throat, but may just be lividity. Set camera. Possible scavenge",Y,Y,N,Y,Y,N,N,Y
SF9_W23-C06,SF09,current,44746,3,6,84,11/12/2023,11/13/2023,MP,chaparral,deciduous,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Found a few bed sites. No evidence of kill or feeding,N,N,N,N,N,N,N,N
SF9_W23-C07,SF09,current,44746,11,89,51,11/16/2023,11/17/2023,MP,oak sav,,medium,Y,deer,head,M,antlers,adult,antlers,,currently,1,1,intact,whole carcass,Y,Not vis,Y,50-75,"Body cavity opened, organs consumed, all major muscle groups remain",red soft,Y,20,N,,Y,positive,None,N,,N,,,SF9 in area. Set camera and left.,N,Y,N,N,N,N,N,N
SM6_W23-C04,SM06,current,45771,7,133,36,11/17/2023,11/18/2023,MP,riparian,,closed,Y,pig,head,M,genitals,neonate,no M1,<6 mo,currently,1,1,intact,"head, body, GI",Y,back of head,Y,25-50,Front quarters and organs consumed. Hind quarters remain,reds oft,N,,N,,Y,positive,None,N,,N,,,,N,Y,Y,Y,N,N,N,N
SM6_W23-C05,SM06,current,45771,3,4,6,11/19/2023,11/20/2023,MP,con/dec,chaparral,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No evidence of kill. On top of a ridge, more likley a rest spot",N,N,N,N,N,N,N,N
SF9_W23-1119-2P,SF09,current,44746,2,23,3,11/19/2023,11/20/2023,MP,deciduous,drainage,medium,Y,coyote,tail,UNK,,adult,,,none,1,2,dismantled,"1. fur, tail, bone fragments 2. Stomach",Not vis,Not vis,Y,<25,"Completely consumed, GI removed",red soft,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SF9_W23-C09,SF09,current,44746,4,41,33,11/21/2023,11/21/2023,MP,oak sav,,medium,Y,deer,head,F,no pedicles,adult,enamel = dentine on M1,2.5,currently,1,3,intact,1. carcass 2. Rumen 3. hair,Not vis,Not vis,Y,25-50,"Body cavity opened. Rumen removed, hind quarters eaten",pink hard,Y,10,N,,Y,probable,None,N,,N,,,Set camera,Y,Y,N,N,N,N,N,N
SF9_W23-C10,SF09,current,44746,7,37,18,11/22/2023,11/25/2023,MP,chaparral,,medium,Y,pig,hair,UNK,,neonate,size of remains,,none,1,1,dispersed,"bone fragments, hair, removed stomach",Not vis,Not vis,Y,<25,"Completely consumed, GI removed",no long bones,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SHARED_1124,SM06 AND SF09,current,44746,2,11,3,11/24/2023,11/25/2023,MP,deciduous,,medium,Y,pig,head,UNK,,neonate,M1 just erupting,6 mo,none,1,2,dispersed,1. stomach (ruptured) 2. jaw and skull,Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,GPS collar,Y,cougar,N,,,Both SF9 and SM6 were at this present and showed up at the same time. Unclear who made kill and who scavenged or if both were present for the kill.,N,Y,N,N,N,N,N,N
SM6_W23-C06,SM06,current,44746,3,25,6,11/26/2023,11/27/2023,MP,grass,,open,Y,elk,head,M,antlers,calf,tricuspid + 2 molars,18 mo,currently,1,1,intact,whole carcass,Y,throat,Y,50-75,"Body cavity opened, organs consumed. Feeding on rump",white waxy,N,,Y,disurbed ground and no drag trail through grass,Y,positive,Feeding on rump and scattered GI tract,Likely,coyotes,N,,,Set camera,N,Y,Y,Y,N,N,N,N
SF9_W23-C11,SF09,current,44746,4,112,9,11/26/2023,11/29/2023,MP,chaparral,deciduous,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On chaparral ridge top more indicative of travel or resting than feeding. Did smell somewhat skunky, but I did not find any evidence of feeding",N,N,N,N,N,N,N,N
SM6_W23-C07,SM06,current,45771,4,16,9,11/29/2023,12/1/2023,MP,deciduous,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Found bed site and multiple scrapes. No evidence of feeding.,N,N,N,N,N,N,N,N
SF9_W23-C12,SF09,current,44746,4,27,27,12/1/2023,12/3/2023,MP,grass,,open,Y,pig,skull,UNK,,fawn,M1 present,8 mo,none,1,1,dispersed,"skull, jaw, stomach",Not vis,Not vis,Y,<25,Completely consumed,no long bones,N,,N,,Y,probable,Ruptured rumen,Likely,,N,,,,N,Y,N,N,N,N,N,N
SM6_W23-C08,SM06,current,45771,8,45,30,12/2/2023,12/3/2023,MP,chaparral,,closed,Y,pig,head,F,genitals,fawn,M1 present,8 mo,none,1,1,intact,whole carcass,Y,throat,Y,>75,Front quarter and body cavity opened,,N,,N,,Y,positive,None,N,,N,,,Set camera and left,N,Y,Y,N,N,N,N,N
SF9_W23-C13,SF09,current,44746,3,102,21,12/5/2023,12/6/2023,MP,deciduous,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill or feeding,N,N,N,N,N,N,N,N
SF9_W23-C14,SF09,current,44746,7,145,21,12/6/2023,12/7/2023,MP,deciduous,,closed,Y,deer,head,UNK,,fawn,tricuspid + M1,7 mo,currently,1,3,intact,1. Rumen 2. Carcass 3. Scat,Y,throat,Y,<25,Completely consumed,red gelatinous,Y,110,N,,Y,positive,None,N,,N,,,Collected scat,N,N,N,N,N,N,N,N
SM6_W23-C09,SM06,current,45771,8,106,51,12/9/2023,12/11/2023,MP,riparian,,closed,Y,pig,head,M,genitals,fawn,M1 present,8 mo,none,1,1,intact,Carcass and removed stomach,Y,Top of head,Y,<25,All consumed except for head,no long bones,N,,Y,,Y,positive,None,N,,N,,,"Fresh killed wood duck in area, but appears to be a raptor kill, not from the lion.",N,Y,N,N,N,N,N,N
SF9_W23-C15,SF09,current,44746,16,155,123,12/6/2023,12/11/2023,MP,riparian,,closed,Y,deer,head,F,no pedicles,adult,dentine = enamel on M2,3.5 yrs,currently,1,1,intact,Whole carcass,Not vis,Not vis,Y,25-50,"Body cavity opened, ribs clipped, most major muscle groups consumed.",red soft,Y,10,N,,Y,probable,None,N,,N,,,Set camera. Initially appeared to be fresher and not consumed enough to match cluster timing. Searched for other prey but did not find anything.,N,Y,N,N,N,N,N,N
SF9_W23-C16,SF09,current,44746,20,138,201,12/9/2023,12/17/2023,MP,chaparral,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day bed associated with C15. Dense chaparral and mostly day points. No evidence of kill,N,N,N,N,N,N,N,N
SF9_W23-C17,SF09,current,44746,7,132,180,12/9/2023,12/17/2023,MP,riparian,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scattered points in wetland area with lots of pig sign. No evidence of kill.,N,N,N,N,N,N,N,N
SF9_W23-C18,SF09,current,44746,3,59,6,12/15/2023,12/17/2023,MP,chaparral,,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exposed ridge top with several scrapes. No evidence of kill.,N,N,N,N,N,N,N,N
SF9_W23-C19,SF09,current,44746,9,115,54,12/19/2023,12/20/2023,MP,grass,,open,Y,deer,head,F,no pedicles,fawn,tricuspid + M1,7 mo,currently,1,1,intact,Carcass with removed rumen,Not vis,Not vis,Y,25-50,"Body cavity opened, rumen removed, most major muscle groups consumed",red gelatinous,N,,N,,Y,probable,None,N,,N,,,Set camera and left,N,Y,N,N,N,N,N,N
SM6_W23-C10,SM06,current,45771,27,113,87,12/18/2023,12/23/2023,MP,chaparral,,closed,Y,pig,head,UNK,,fawn,M1 present,7-12 mo,no caching,1,1,intact,Whole carcass with removed GI,Not vis,Not vis,Y,<25,"Completely consumed, GI removed",no long bones,N,,N,,Y,probable,None,N,,N,,,Collected scat,N,Y,N,N,N,N,N,N
